station_name,rows,mae,rmse,mse,r2,mean_residual,median_abs_error,p90_abs_error,max_abs_error
Koblenz UP,58,12.553559916898449,16.38015150556704,268.3093633453301,-0.43156656504305424,0.862011845713213,9.278853451782815,27.08493066756003,33.75338637766127
RHEINE UNTERSCHLEUSE,59,10.538627627736775,15.342451457770764,235.39081673405227,-4.7142937155755185,-7.9748668539359215,6.999925617752524,26.90232986639844,41.86571071912556
MAXAU,59,5.449808948533325,15.208305934550982,231.2925693988986,0.14891900060299068,-5.298872726540978,2.100543022031843,6.848007281370406,80.8452366872271
MANNHEIM,59,7.219699454747026,15.075914568319636,227.2832000712722,-0.3884853186993886,2.229905872266492,3.1297915052739427,14.823810386556069,73.99442481734454
SPEYER,59,4.240541213863786,14.933867448001251,223.0203969544714,-0.0846289284096835,-1.3318682128265156,1.1969731630674119,3.462755022877213,81.18070477249017
SANKT GOAR,59,7.554506833819006,14.326509415173868,205.24887202306547,-0.27968985934899004,-3.832974614119761,5.109982656350525,11.462274252715401,70.81622678110611
KOBLENZ,59,6.412669049265177,13.496221735081635,182.14800112248992,-0.0735996070156748,1.2668255538613171,3.75690092272346,10.510349201667413,68.72561586482156
IFFEZHEIM,59,5.667471493026704,12.419714489140075,154.2493079917559,0.21048181835394486,-5.444045964135975,2.763939391428238,9.534673592202347,65.82986978989206
WORMS,59,3.469539368343021,12.089098579035925,146.1463044536484,-0.10883406306674792,-1.1731624839658663,0.9951662213905479,3.468048466361168,65.18032756094578
WESEL,59,3.6065280965844795,11.884472262111615,141.24068094890038,-0.12374533249631403,-0.8833498252407872,1.2333854590090993,3.2189112369410227,64.06657438661045
DUISBURG-RUHRORT,59,3.7192235984231363,11.87775142961104,141.0809790236271,-0.1532297475196569,-0.7419234798341958,1.624558679076216,3.4817782844667025,64.1135373867562
DÜSSELDORF,59,4.12044120462212,11.762092812070135,138.34682731975192,-0.1855574847986421,-0.46343878182487086,2.0644747065966413,4.106955097322319,62.515933791978
KÖLN,59,3.63159509536908,11.592762509940375,134.39214261187905,-0.02263129594756985,-2.9833747147909713,1.382618216918985,3.6863065499810723,62.648682512395396
KAUB,59,4.868779029987326,11.392394522191731,129.78665294926415,-0.02090989374011598,-1.2865014818478995,2.642983370254626,5.743194962597579,60.65203141129294
BONN,59,4.260595337240678,10.866179670832961,118.07386063882352,-0.11582763372809746,-3.8386567276733286,2.3050762883965774,5.125346456765769,57.029244910634645
REES,59,3.2722961925386684,10.773461245226951,116.06746720240706,-0.046413854423814405,-1.1581533304390697,1.3380161372818975,2.642225531603066,58.35626959388601
MAINZ,59,5.668619793117474,10.586859615586066,112.08159652012714,-0.1195680697371575,-5.6657452881006245,3.9412062869193107,7.3034502977379985,52.862820356100116
EMMERICH,59,4.084541767381394,9.575603725501495,91.6921867078381,-0.19579984088740532,-2.3434200318485408,2.098776661497709,5.77018465673611,49.01172617636302
BINGEN,59,2.9621618938751233,9.502761705216919,90.30248002613718,0.047347505588504535,-2.2874431209496704,1.2596947132196021,2.2117860961606826,51.11161107655373
LOBITH,100,2.1126931989176616,8.804291079349237,77.51554140990856,-0.05488581496941536,-1.4574557522696658,0.7315183015737148,1.6603640122171,62.54751146025092
KONSTANZ-RHEIN,59,2.0573270384916444,7.50928664278625,56.389385883528,-0.05118217496846289,-0.9737157697649467,0.5169529793126344,1.8392763685020672,40.670620181249376
Basel-Rheinhalle,222,5.260940191442804,7.227256811834814,52.233241024212724,-0.5140826770747546,1.7559219187528112,3.4731257434763165,12.787221577239018,30.155831844225645
BREISACH,59,3.79582521293436,4.890100377981204,23.913081706731916,-0.5617530473008214,-0.4324792059698297,3.6602031994743527,8.084341422470596,12.315376062424093
Koblenz OP,59,2.6630310078205373,3.3524197816017467,11.238718392074702,-0.748702785750583,-0.2707963310068823,2.1331369048714635,5.958373390818013,7.113577349660659
DUISBURG-MEIDERICH SCHLEUSE UW,1201,0.8754712791775588,1.7860390119442737,3.1899353521868776,-2239.0372287136856,-0.7723582259516092,0.08254364375450507,2.990700908552384,7.118193478472232
RHEINWEILER,59,1.2105339041896226,1.5712615277869328,2.4688627887033263,-2.062762426042865,0.2416328203372938,0.8316497544452375,2.8203218166565307,4.178593072355312
DUISBURG-MEIDERICH SCHLEUSE OW,1201,0.7738904338234924,1.4659592821664909,2.1490366169700934,-1666.8587702901975,-0.6540436423878013,0.14510821512497785,2.2009325352450055,6.34357931682095
