mae,rmse,mse,r2,mean_residual,median_abs_error,p90_abs_error,max_abs_error,fold,train_rows,test_rows,train_start,train_end,test_start,test_end
1.8216402264889948,3.753644317139054,14.089845659590315,0.9994651206799362,-0.5730075750206358,0.49267575965535926,5.497344117619178,25.115992009054878,1,818,816,2026-06-29 21:01:00+00:00,2026-06-30 00:36:00+00:00,2026-06-30 00:37:00+00:00,2026-06-30 04:11:00+00:00
1.6787102591023837,4.262260390981267,18.166863640527783,0.9992992250715449,-0.640872612019227,0.5063926166201682,3.6654647856035965,44.311631321434504,2,1634,816,2026-06-29 21:01:00+00:00,2026-06-30 04:11:00+00:00,2026-06-30 04:11:00+00:00,2026-06-30 07:45:00+00:00
2.9478047476965354,4.205312485528753,17.68465310094402,0.9993049071408953,-0.8840678149031551,2.588460341956761,4.601284717745877,26.7588004389633,3,2450,816,2026-06-29 21:01:00+00:00,2026-06-30 07:45:00+00:00,2026-06-30 07:45:00+00:00,2026-06-30 11:15:00+00:00
1.8790247764820276,4.049279551800717,16.396664888631417,0.9993548846804524,-0.44796836177197463,0.8710210897733646,5.251022632146373,32.75748180180993,4,3266,816,2026-06-29 21:01:00+00:00,2026-06-30 11:15:00+00:00,2026-06-30 11:15:00+00:00,2026-06-30 14:45:00+00:00
3.87302897269995,13.985826363070315,195.6033390579526,0.9914296507844731,-2.622419681225503,0.24138640788019217,5.542629212182817,81.11248765104199,5,4082,816,2026-06-29 21:01:00+00:00,2026-06-30 14:45:00+00:00,2026-06-30 14:46:00+00:00,2026-06-30 20:37:00+00:00
