mae,rmse,mse,r2,mean_residual,median_abs_error,p90_abs_error,max_abs_error,fold,train_rows,test_rows,train_start,train_end,test_start,test_end,targeted_station_models
1.6349190955816317,3.5292503873160435,12.455608296370443,0.9995271596682105,-0.3921652658318217,0.09397659363220612,5.3129194683423755,25.39015936351325,1,818,816,2026-06-29 21:01:00+00:00,2026-06-30 00:36:00+00:00,2026-06-30 00:37:00+00:00,2026-06-30 04:11:00+00:00,2
1.6964768858776773,4.148937288398593,17.213680623064274,0.9993359934854046,-0.6414863885897518,0.5082128283606124,4.101875475741707,41.29172148577996,2,1634,816,2026-06-29 21:01:00+00:00,2026-06-30 04:11:00+00:00,2026-06-30 04:11:00+00:00,2026-06-30 07:45:00+00:00,3
3.216457116573882,4.497603624630958,20.228438364293535,0.9992049240108017,-1.0489052074052336,2.610417131106516,5.4906739410695415,27.25063802783818,3,2450,816,2026-06-29 21:01:00+00:00,2026-06-30 07:45:00+00:00,2026-06-30 07:45:00+00:00,2026-06-30 11:15:00+00:00,3
1.781101310791195,4.0665434184628575,16.536775374243586,0.9993493721313266,-0.3464165474681412,0.4880017103287422,5.103976177402245,33.13487127330306,4,3266,816,2026-06-29 21:01:00+00:00,2026-06-30 11:15:00+00:00,2026-06-30 11:15:00+00:00,2026-06-30 14:45:00+00:00,4
3.8145312710371955,13.991886706568513,195.77289360944866,0.9914222217614083,-2.3723305328460267,0.09260126776777611,5.92488161697753,81.15590179718112,5,4082,816,2026-06-29 21:01:00+00:00,2026-06-30 14:45:00+00:00,2026-06-30 14:46:00+00:00,2026-06-30 20:37:00+00:00,4
