mae,rmse,mse,r2,mean_residual,median_abs_error,p90_abs_error,max_abs_error,fold,train_rows,test_rows,cluster_models_used,train_start,train_end,test_start,test_end
1.729399301582283,3.5370390268651923,12.510645077567466,0.9995250703595824,-0.46761177763176703,0.5117997225219746,5.3129194683423755,25.39015936351325,1,818,816,0,2026-06-29 21:01:00+00:00,2026-06-30 00:36:00+00:00,2026-06-30 00:37:00+00:00,2026-06-30 04:11:00+00:00
1.693937982059445,4.150542924666001,17.227006569495,0.9993354794457034,-0.6135926515364236,0.541754997962812,4.115996153191141,41.29172148577996,2,1634,816,1,2026-06-29 21:01:00+00:00,2026-06-30 04:11:00+00:00,2026-06-30 04:11:00+00:00,2026-06-30 07:45:00+00:00
3.2693858039732504,4.572650634104512,20.909133821576397,0.9991781693694253,-1.2157066495612054,2.5731104138652157,5.6425776099101075,27.25063802783818,3,2450,816,2,2026-06-29 21:01:00+00:00,2026-06-30 07:45:00+00:00,2026-06-30 07:45:00+00:00,2026-06-30 11:15:00+00:00
1.5062582555636617,3.4914494632167523,12.190219354196548,0.9995203843398976,-0.47713704911151256,0.6693097459311801,4.172944165273368,33.13487127330306,4,3266,816,2,2026-06-29 21:01:00+00:00,2026-06-30 11:15:00+00:00,2026-06-30 11:15:00+00:00,2026-06-30 14:45:00+00:00
3.856289856633419,13.939132403654272,194.2994121666045,0.9914867822673209,-2.462650208728006,0.17797352247096754,5.338619686240975,81.56031127973165,5,4082,816,2,2026-06-29 21:01:00+00:00,2026-06-30 14:45:00+00:00,2026-06-30 14:46:00+00:00,2026-06-30 20:37:00+00:00
